Agent,1,2,3,4,5,6,7,8,9,10,11
"Date 
(month/day/year)",Min_Power,Min_Power,Min_Power,Min_Power,Min_Power,Min_Power,Min_Power,Min_Power,Min_Power,Min_Power,Min_Power
01/07/2012 00:00,0.59,45.81,1.38,0.19,1.89,1.21,0.19,0.01,1.49,0.99,0.53
01/07/2012 00:30,7.38,42.18,1.29,0.21,0.77,0.99,0.26,0.03,0.04,0.91,0.54
01/07/2012 01:00,6.78,40.52,1.29,0.19,0.75,1.12,0.19,0.02,0.08,0.84,0.54
01/07/2012 01:30,5.21,59.40,1.26,0.20,0.54,0.73,0.11,0.01,0.02,0.95,0.42
01/07/2012 02:00,4.69,2.62,1.29,0.15,0.65,1.02,0.19,0.03,0.10,0.78,0.46
01/07/2012 02:30,5.15,2.58,1.32,0.20,0.51,0.77,0.10,0.03,0.21,0.91,0.54
01/07/2012 03:00,5.28,2.45,1.40,0.14,0.72,1.18,0.18,0.01,0.07,0.85,0.51
01/07/2012 03:30,10.74,2.93,1.27,0.15,0.49,0.86,0.10,0.01,0.13,0.88,0.37
01/07/2012 04:00,5.74,2.84,1.40,0.18,0.59,1.03,0.18,0.04,0.04,0.92,0.53
01/07/2012 04:30,0.66,5.29,1.43,0.13,0.63,0.69,0.11,0.01,0.04,0.83,0.53
01/07/2012 05:00,1.21,2.75,1.47,0.15,0.42,0.98,0.17,0.01,0.08,0.92,0.35
01/07/2012 05:30,5.67,3.80,1.46,0.16,0.73,0.54,0.11,0.04,0.02,0.91,1.83
01/07/2012 06:00,2.91,2.93,1.46,0.15,0.48,1.08,0.16,0.02,0.10,1.21,0.54
01/07/2012 06:30,0.41,2.27,1.27,0.17,0.53,0.57,0.12,0.01,0.03,1.11,0.47
01/07/2012 07:00,0.87,2.19,1.41,0.15,0.66,1.23,0.16,0.01,0.02,0.94,0.41
01/07/2012 07:30,0.43,2.49,1.49,0.11,0.86,0.99,0.13,0.05,0.09,1.00,0.53
01/07/2012 08:00,1.89,3.15,1.40,0.34,3.18,2.63,0.13,0.01,0.02,1.07,0.61
01/07/2012 08:30,2.88,2.49,1.31,0.31,2.93,1.59,0.13,0.01,0.05,0.98,1.69
01/07/2012 09:00,1.41,1.84,1.15,0.36,2.84,1.42,0.88,0.72,0.06,0.95,0.85
01/07/2012 09:30,3.23,2.54,5.16,0.30,2.29,5.20,3.26,0.05,0.02,1.06,0.93
01/07/2012 10:00,1.73,2.93,2.90,0.13,1.71,4.70,2.38,0.06,0.07,2.80,1.01
01/07/2012 10:30,0.66,2.58,2.76,0.17,0.81,4.21,2.27,1.07,0.04,1.43,0.75
01/07/2012 11:00,3.28,1.75,2.76,0.33,0.78,4.62,1.56,0.01,0.02,1.15,0.87
01/07/2012 11:30,0.44,2.58,3.01,0.25,0.84,3.04,0.74,0.01,0.09,0.72,1.77
01/07/2012 12:00,0.95,2.80,3.22,0.19,1.19,3.16,0.25,0.04,0.02,1.68,0.84
01/07/2012 12:30,0.37,2.80,3.29,0.15,1.00,2.36,2.34,0.01,0.02,8.72,0.63
01/07/2012 13:00,0.94,22.47,3.01,0.19,3.58,6.14,5.66,0.01,0.09,1.12,0.88
01/07/2012 13:30,2.52,15.91,2.90,0.16,1.94,4.91,4.91,0.04,0.02,0.82,2.68
01/07/2012 14:00,0.94,4.76,4.10,0.28,0.95,3.33,1.48,0.01,0.03,0.97,0.74
01/07/2012 14:30,0.36,11.10,5.73,0.29,1.25,2.04,0.74,0.01,0.07,1.06,0.89
01/07/2012 15:00,0.92,2.23,5.76,0.17,1.23,0.90,1.02,0.04,0.02,1.07,0.80
01/07/2012 15:30,0.37,1.92,5.59,0.19,1.84,1.32,0.59,0.01,0.06,0.80,0.68
01/07/2012 16:00,3.53,2.84,5.21,0.15,2.14,0.74,0.51,0.01,0.54,0.81,1.38
01/07/2012 16:30,1.15,5.33,4.48,0.12,1.41,1.20,0.51,0.04,2.91,0.79,0.88
01/07/2012 17:00,0.85,2.88,4.45,0.20,2.30,3.17,0.43,0.04,3.95,0.74,0.83
01/07/2012 17:30,0.75,4.76,4.45,0.12,3.78,14.73,1.24,0.32,2.83,0.77,1.61
01/07/2012 18:00,0.75,1.75,4.51,0.15,4.04,14.55,3.37,0.64,2.80,0.66,1.19
01/07/2012 18:30,3.32,3.10,20.51,0.17,2.92,14.72,2.31,1.47,2.06,0.81,1.66
01/07/2012 19:00,1.82,3.02,38.43,0.12,3.58,14.24,3.13,1.22,1.22,0.81,0.93
01/07/2012 19:30,2.84,1.84,38.39,0.20,4.69,10.59,2.57,1.44,2.08,0.69,0.96
01/07/2012 20:00,3.23,3.15,5.60,0.13,3.85,0.82,1.70,1.25,2.33,9.93,1.09
01/07/2012 20:30,3.86,2.93,2.90,0.12,3.15,1.34,2.11,1.44,1.84,11.23,4.84
01/07/2012 21:00,4.74,1.92,2.40,0.15,3.13,0.83,1.79,1.48,1.64,9.25,0.79
01/07/2012 21:30,1.17,2.45,1.49,0.49,3.11,1.23,1.67,1.45,1.42,4.17,0.71
01/07/2012 22:00,2.48,3.02,1.32,0.35,2.87,0.73,1.92,1.37,1.73,1.05,0.87
01/07/2012 22:30,1.56,26.05,1.40,0.16,2.73,1.18,1.36,0.05,1.49,1.17,0.87
01/07/2012 23:00,5.62,47.16,1.43,0.16,2.49,0.86,1.19,0.02,1.59,1.04,0.48
01/07/2012 23:30,0.78,45.32,1.43,0.11,2.79,1.84,0.30,0.04,1.44,0.93,0.75
02/07/2012 00:00,0.58,2.10,1.32,0.26,0.47,0.43,0.18,0.01,0.08,0.77,0.54
02/07/2012 00:30,2.67,45.63,1.44,0.11,0.45,0.90,0.10,0.03,1.60,0.91,0.49
02/07/2012 01:00,0.71,43.36,1.40,0.18,1.17,0.50,0.17,0.02,0.74,0.98,0.43
02/07/2012 01:30,0.51,19.58,1.34,0.13,0.98,0.89,0.10,0.01,0.11,0.96,0.52
02/07/2012 02:00,0.84,3.10,1.23,0.16,0.95,0.38,0.17,0.04,0.03,0.87,0.53
02/07/2012 02:30,2.50,3.02,1.43,0.15,0.93,0.86,0.10,0.01,0.10,1.02,0.36
02/07/2012 03:00,1.34,2.62,1.50,0.16,0.70,0.55,0.26,0.01,0.04,0.99,0.52
02/07/2012 03:30,6.07,2.05,1.47,0.12,0.83,0.79,0.21,0.03,0.04,0.97,0.53
02/07/2012 04:00,5.94,1.97,1.52,0.19,0.65,0.66,0.21,0.02,0.07,0.88,0.43
02/07/2012 04:30,0.38,5.46,1.32,0.11,0.79,1.12,0.10,0.01,0.05,0.91,0.45
02/07/2012 05:00,3.41,3.72,1.52,0.22,0.76,0.64,0.18,0.01,0.09,0.98,0.54
02/07/2012 05:30,5.52,2.19,1.50,0.15,0.61,0.55,0.10,0.04,0.02,0.86,2.03
02/07/2012 06:00,0.78,3.32,1.50,0.47,0.88,0.71,0.16,0.01,0.09,0.95,0.84
02/07/2012 06:30,0.56,2.14,1.34,0.16,0.66,0.77,0.10,0.01,1.82,0.89,1.02
02/07/2012 07:00,0.67,2.01,1.40,0.16,0.65,3.37,0.17,0.03,1.77,0.93,0.96
02/07/2012 07:30,3.33,3.06,1.37,0.11,0.98,0.90,0.71,0.03,1.93,0.86,0.65
02/07/2012 08:00,1.53,2.36,1.43,0.17,3.12,3.35,0.39,0.01,1.04,1.05,0.73
02/07/2012 08:30,4.24,1.35,1.38,0.17,3.02,4.00,2.76,0.08,0.18,0.98,0.76
02/07/2012 09:00,0.62,2.27,1.61,0.15,2.61,2.16,2.76,0.06,0.29,1.13,0.85
02/07/2012 09:30,2.98,2.32,1.58,0.18,3.17,2.24,1.69,0.44,0.17,1.19,0.68
02/07/2012 10:00,2.94,1.62,1.40,0.17,1.30,1.02,0.81,0.27,0.07,1.78,0.79
02/07/2012 10:30,0.90,2.45,1.55,0.23,1.29,0.62,0.82,0.04,0.11,1.22,1.05
02/07/2012 11:00,5.38,2.93,3.87,0.19,1.44,1.46,0.84,0.02,0.04,0.92,0.72
02/07/2012 11:30,3.70,2.19,1.97,0.21,1.44,0.63,0.74,0.18,0.11,0.96,1.61
02/07/2012 12:00,8.33,1.75,2.18,0.15,1.77,1.15,0.28,0.09,0.16,0.97,0.77
02/07/2012 12:30,2.36,2.97,2.43,0.20,1.58,1.52,0.29,0.01,0.08,0.92,0.78
02/07/2012 13:00,2.68,2.93,3.16,0.15,1.26,2.09,0.28,0.01,0.33,1.01,0.84
02/07/2012 13:30,1.10,1.97,3.92,0.18,0.64,1.80,0.31,0.04,0.06,0.91,2.14
02/07/2012 14:00,0.52,1.97,2.36,0.26,2.12,1.59,0.28,0.02,0.07,0.84,1.32
02/07/2012 14:30,2.98,2.71,2.44,0.36,1.66,2.34,0.30,0.01,0.02,1.18,0.71
02/07/2012 15:00,0.54,2.80,4.76,0.66,3.23,1.53,0.25,0.02,0.08,1.19,0.87
02/07/2012 15:30,0.74,11.19,4.38,0.73,1.67,1.62,0.32,0.04,0.02,1.14,0.84
02/07/2012 16:00,0.66,44.67,4.79,0.82,1.49,1.26,0.26,0.03,0.07,1.13,1.89
02/07/2012 16:30,0.60,39.99,6.91,0.35,6.95,1.88,0.33,0.03,0.03,1.17,0.82
02/07/2012 17:00,2.81,40.69,3.49,0.97,3.76,1.42,0.25,0.06,0.03,1.11,0.86
02/07/2012 17:30,0.59,41.00,3.62,2.28,5.55,3.73,0.37,0.05,1.42,1.10,1.01
02/07/2012 18:00,1.65,51.75,3.61,1.24,3.95,16.99,0.80,1.04,2.83,5.80,1.81
02/07/2012 18:30,4.07,45.50,3.65,1.22,2.76,12.92,1.04,1.42,2.88,2.99,1.16
02/07/2012 19:00,9.11,35.75,11.81,1.31,2.52,11.16,0.95,1.46,2.71,0.85,1.13
02/07/2012 19:30,6.01,32.91,39.06,0.87,3.61,10.08,0.92,1.15,2.41,0.52,0.94
02/07/2012 20:00,3.05,31.99,37.99,0.56,4.07,14.31,0.43,0.19,2.69,0.51,0.78
02/07/2012 20:30,4.00,36.32,36.09,0.72,3.09,9.84,0.34,0.83,2.10,1.54,0.83
02/07/2012 21:00,1.98,33.39,4.81,0.70,1.19,3.65,0.28,0.82,0.25,2.73,4.09
02/07/2012 21:30,7.00,34.27,1.41,0.63,1.43,4.26,0.34,0.06,0.24,2.27,0.70
02/07/2012 22:00,1.92,57.61,1.37,0.57,2.96,0.97,0.28,0.02,0.11,0.99,0.93
02/07/2012 22:30,2.64,36.41,1.29,0.52,3.28,1.23,0.71,0.01,0.09,1.00,0.55
02/07/2012 23:00,8.92,2.71,1.40,0.34,2.49,2.56,0.49,0.04,0.06,0.85,0.42
02/07/2012 23:30,1.17,2.27,1.38,0.24,0.97,9.51,0.37,0.01,0.06,0.79,0.48
03/07/2012 00:00,0.57,1.79,1.61,0.24,0.69,0.62,0.11,0.01,0.08,0.87,0.52
03/07/2012 00:30,0.79,1.84,1.34,0.22,1.04,0.92,0.26,0.04,0.05,0.80,0.46
03/07/2012 01:00,0.66,2.36,1.32,0.15,0.84,0.42,0.19,0.01,0.12,0.79,0.45
03/07/2012 01:30,2.74,2.32,2.38,0.22,0.79,1.46,0.26,0.01,0.04,0.80,0.54
03/07/2012 02:00,0.76,2.32,2.03,0.20,0.76,0.47,0.19,0.02,0.11,0.76,0.52
03/07/2012 02:30,0.53,3.28,1.69,0.18,0.46,0.83,0.25,0.04,0.04,0.77,0.39
03/07/2012 03:00,1.38,3.02,1.50,0.20,0.76,0.48,0.19,0.01,0.10,0.78,0.65
03/07/2012 03:30,8.20,3.67,1.52,0.21,0.46,0.91,0.25,0.01,0.04,0.78,0.54
03/07/2012 04:00,5.97,2.14,1.54,0.13,0.66,0.47,0.18,0.02,0.09,0.76,0.36
03/07/2012 04:30,0.39,1.53,1.34,0.21,0.55,0.80,0.25,0.04,0.05,0.87,0.53
03/07/2012 05:00,1.36,2.05,1.49,0.19,0.51,0.47,0.19,0.01,0.06,0.92,0.52
03/07/2012 05:30,5.49,2.10,1.50,0.18,0.71,1.44,0.24,0.01,0.09,0.94,0.39
03/07/2012 06:00,10.02,10.05,1.54,0.13,0.49,0.85,0.19,0.01,0.04,0.76,0.54
03/07/2012 06:30,4.03,37.63,1.29,0.21,0.59,1.26,0.23,0.04,0.10,0.79,0.54
03/07/2012 07:00,5.06,1.31,1.38,0.13,0.60,3.49,0.34,0.01,0.27,0.76,0.47
03/07/2012 07:30,0.79,2.36,1.43,0.19,0.59,2.06,0.90,0.01,0.18,0.87,0.41
03/07/2012 08:00,1.70,2.14,1.54,0.16,4.20,3.78,0.19,0.02,0.13,1.08,0.53
03/07/2012 08:30,3.49,1.05,1.31,0.53,2.86,1.23,0.13,0.27,0.10,0.95,0.53
03/07/2012 09:00,4.62,1.79,3.52,0.67,2.67,0.42,0.13,0.03,0.18,1.00,1.78
03/07/2012 09:30,0.94,2.19,1.67,0.55,3.16,0.94,0.51,0.03,0.26,1.22,0.94
03/07/2012 10:00,0.80,2.19,1.41,0.54,1.86,0.39,0.69,0.03,0.34,1.01,1.06
03/07/2012 10:30,3.08,1.75,1.67,0.40,2.67,1.15,0.67,0.07,0.08,1.69,0.88
03/07/2012 11:00,0.71,2.27,1.58,0.92,1.24,0.78,0.75,0.18,0.04,1.21,1.81
03/07/2012 11:30,1.94,3.02,1.58,0.79,2.46,0.86,0.59,0.16,0.07,1.20,0.85
03/07/2012 12:00,3.34,2.45,1.43,1.15,1.83,0.56,0.20,0.06,0.02,3.07,0.75
03/07/2012 12:30,2.13,1.75,1.50,0.96,1.26,0.79,0.14,0.05,0.07,2.10,0.69
03/07/2012 13:00,4.46,2.67,1.60,0.53,1.23,0.77,0.15,0.01,0.03,0.90,0.66
03/07/2012 13:30,1.02,2.71,13.80,0.49,0.70,0.72,0.12,0.01,0.02,0.96,0.76
03/07/2012 14:00,1.19,2.67,38.68,0.53,0.66,0.72,0.16,0.02,0.37,0.94,0.76
03/07/2012 14:30,1.41,1.92,37.84,0.38,0.77,1.05,0.11,0.04,0.26,0.80,1.85
03/07/2012 15:00,9.02,4.76,26.27,0.42,0.52,1.04,0.16,0.01,0.02,0.81,0.94
03/07/2012 15:30,14.95,4.46,3.06,0.33,3.21,0.55,0.10,0.01,0.07,0.76,0.82
03/07/2012 16:00,12.27,2.01,3.35,0.40,3.66,1.00,0.17,0.05,0.03,0.72,0.77
03/07/2012 16:30,11.73,3.32,4.68,0.32,3.46,0.45,0.09,0.01,2.41,0.77,1.80
03/07/2012 17:00,9.08,32.78,4.35,0.41,3.17,1.14,0.17,0.02,4.03,0.71,1.00
03/07/2012 17:30,5.04,42.79,4.28,0.16,5.98,0.46,0.18,0.05,3.60,0.69,1.27
03/07/2012 18:00,2.13,42.48,4.28,0.21,3.98,0.98,0.72,0.12,2.90,1.36,1.17
03/07/2012 18:30,7.14,43.58,4.24,0.44,3.15,4.08,0.65,0.94,2.85,0.93,1.01
03/07/2012 19:00,1.64,39.60,4.42,1.18,2.69,12.77,0.71,1.44,2.65,0.69,1.09
03/07/2012 19:30,2.31,40.74,4.44,1.13,1.56,11.39,0.64,1.04,2.65,0.73,0.92
03/07/2012 20:00,2.85,40.91,3.16,0.63,2.18,9.56,0.36,0.18,2.04,0.76,0.81
03/07/2012 20:30,5.64,40.47,1.61,0.58,3.00,9.03,1.19,0.63,0.15,0.65,0.80
03/07/2012 21:00,3.50,42.79,1.60,0.73,5.77,3.40,2.17,1.42,0.17,0.76,2.02
03/07/2012 21:30,1.22,43.10,1.58,0.77,2.65,1.19,0.57,1.43,0.12,0.75,1.26
03/07/2012 22:00,0.63,43.44,1.66,0.64,3.43,1.10,0.36,1.46,0.14,0.85,0.61
03/07/2012 22:30,1.64,35.45,1.67,1.43,2.79,1.30,0.12,0.03,0.03,0.87,0.53
03/07/2012 23:00,7.78,5.81,1.63,0.56,0.49,1.13,0.12,0.02,0.08,0.94,0.36
03/07/2012 23:30,0.85,2.36,1.72,0.30,0.58,1.16,0.14,0.04,0.02,0.85,0.50
04/07/2012 00:00,2.24,2.45,1.44,0.24,1.31,1.28,0.17,0.04,0.11,1.61,0.33
04/07/2012 00:30,0.70,1.75,1.46,0.20,0.59,0.89,0.15,0.01,0.06,0.85,0.57
04/07/2012 01:00,0.71,2.23,1.47,0.52,0.49,0.54,0.10,0.01,0.04,0.88,0.36
04/07/2012 01:30,2.64,2.40,1.50,0.41,0.61,1.05,0.16,0.04,0.06,0.91,0.54
04/07/2012 02:00,0.85,4.02,1.61,0.25,0.63,0.50,0.10,0.01,0.04,0.77,0.52
04/07/2012 02:30,6.26,2.58,1.61,0.22,0.57,0.88,0.23,0.01,0.07,0.73,0.45
04/07/2012 03:00,9.02,3.76,1.52,0.14,0.52,0.73,0.18,0.01,0.02,0.65,0.43
04/07/2012 03:30,13.67,1.79,1.55,0.16,1.09,1.56,0.20,0.04,0.08,0.76,0.52
04/07/2012 04:00,15.62,1.57,1.66,0.11,0.79,0.48,0.11,0.01,0.02,0.78,0.53
04/07/2012 04:30,7.03,1.88,1.69,0.12,0.67,1.02,0.16,0.01,0.08,0.69,0.35
04/07/2012 05:00,1.29,2.49,1.69,0.22,0.64,0.53,0.09,0.01,0.02,0.75,0.56
04/07/2012 05:30,5.68,1.75,1.46,0.12,0.51,0.99,0.16,0.04,0.07,0.67,0.54
04/07/2012 06:00,0.62,1.14,1.74,0.18,0.57,3.20,0.09,0.02,0.03,0.77,0.47
04/07/2012 06:30,2.81,14.16,1.74,0.11,0.66,1.44,0.33,0.01,0.04,0.75,0.41
04/07/2012 07:00,0.71,21.37,1.63,0.16,0.60,0.85,0.18,0.01,0.06,0.89,0.57
04/07/2012 07:30,0.80,1.05,1.64,0.16,4.20,1.29,0.15,0.02,0.10,0.92,0.52
04/07/2012 08:00,1.42,1.75,1.72,0.17,3.84,4.43,0.09,0.04,0.48,0.85,0.36
04/07/2012 08:30,3.45,2.36,1.66,0.43,3.90,2.85,0.16,0.01,0.22,0.83,1.14
04/07/2012 09:00,3.25,1.40,1.43,0.28,3.19,1.85,0.10,0.02,0.24,0.79,1.22
04/07/2012 09:30,1.34,1.27,1.69,0.20,0.73,2.76,0.54,0.85,0.15,0.76,1.09
04/07/2012 10:00,0.52,2.71,1.78,0.18,0.87,1.75,0.66,0.24,0.07,0.96,1.77
04/07/2012 10:30,1.04,2.84,1.54,0.27,0.81,2.70,0.67,0.02,0.08,1.27,1.01
04/07/2012 11:00,7.39,2.01,4.12,0.83,0.79,1.62,0.67,0.04,0.06,1.06,1.15
04/07/2012 11:30,13.93,1.88,2.75,0.81,0.96,2.81,0.58,0.03,0.13,2.75,2.14
04/07/2012 12:00,15.11,2.93,2.93,0.97,3.17,1.31,0.13,0.04,0.04,0.87,0.87
04/07/2012 12:30,16.81,2.97,3.12,0.80,5.45,1.78,0.12,0.03,0.10,0.99,1.09
04/07/2012 13:00,6.00,1.88,3.27,1.14,3.80,0.87,0.15,0.04,0.32,0.78,1.00
04/07/2012 13:30,2.62,1.97,3.15,0.80,2.22,1.24,0.11,0.04,0.25,0.98,0.75
04/07/2012 14:00,0.90,2.54,2.98,0.79,2.95,0.70,0.15,0.02,0.77,0.98,2.40
04/07/2012 14:30,0.41,4.46,2.99,0.76,3.46,1.22,0.09,0.04,0.26,0.93,1.17
04/07/2012 15:00,0.89,4.24,3.41,0.81,1.76,0.83,0.16,0.80,0.27,0.97,0.84
04/07/2012 15:30,0.43,2.23,4.56,0.67,2.38,1.46,0.09,0.07,0.20,0.86,0.99
04/07/2012 16:00,11.27,3.32,4.47,0.67,1.33,0.96,0.16,0.04,0.41,1.54,1.73
04/07/2012 16:30,15.13,3.37,6.45,0.51,9.11,1.20,0.09,0.02,0.28,0.95,0.84
04/07/2012 17:00,13.85,3.32,4.91,0.57,5.73,1.04,0.16,0.03,0.53,0.83,0.99
04/07/2012 17:30,11.67,3.02,5.84,0.54,6.94,5.56,0.15,0.08,0.25,0.94,0.98
04/07/2012 18:00,3.17,2.75,6.08,0.74,3.64,14.11,0.71,2.29,1.74,0.97,0.91
04/07/2012 18:30,2.35,3.28,3.75,2.12,3.97,14.08,0.66,1.55,3.15,0.98,0.72
04/07/2012 19:00,9.53,3.32,2.24,1.41,2.82,14.71,0.69,1.55,2.88,0.78,0.86
04/07/2012 19:30,5.48,3.10,2.24,1.15,1.89,15.67,0.71,1.49,3.00,0.70,0.96
04/07/2012 20:00,3.48,38.77,2.15,0.87,1.90,14.40,0.37,1.44,2.77,0.76,0.85
04/07/2012 20:30,1.76,48.12,2.12,0.68,2.18,14.07,0.21,1.47,2.70,0.66,1.82
04/07/2012 21:00,2.47,44.67,2.13,0.61,4.84,15.34,0.16,1.44,2.26,0.78,0.88
04/07/2012 21:30,1.75,41.52,2.07,0.36,3.26,3.44,0.13,0.64,1.35,2.62,0.88
04/07/2012 22:00,4.50,41.78,2.07,0.37,2.97,1.32,0.15,0.02,1.96,2.69,2.23
04/07/2012 22:30,2.23,42.61,1.54,0.38,1.98,0.89,0.13,0.04,1.14,1.64,0.84
04/07/2012 23:00,11.27,68.97,1.50,0.78,2.56,1.51,0.13,0.02,0.10,1.49,0.63
04/07/2012 23:30,2.23,2.58,1.61,0.44,3.00,0.88,0.22,0.01,0.13,1.53,0.51
05/07/2012 00:00,0.81,2.80,1.38,0.45,1.98,0.78,0.10,0.01,0.61,0.60,0.43
05/07/2012 00:30,3.84,2.32,1.41,0.19,1.01,0.69,0.15,0.02,0.11,1.47,0.53
05/07/2012 01:00,2.20,2.05,1.52,0.17,1.13,1.10,0.10,0.04,0.15,1.63,0.53
05/07/2012 01:30,1.19,1.70,1.49,0.14,0.65,0.77,0.16,0.01,0.06,1.57,0.49
05/07/2012 02:00,0.99,4.33,1.47,0.20,0.47,1.29,0.09,0.01,0.17,1.57,0.38
05/07/2012 02:30,0.61,3.89,1.49,0.23,0.75,0.80,0.16,0.04,0.09,1.20,0.53
05/07/2012 03:00,3.50,1.53,1.52,0.31,0.55,1.18,0.09,0.01,0.11,0.85,0.53
05/07/2012 03:30,6.35,2.71,1.41,0.23,0.52,0.58,0.15,0.01,0.10,0.95,0.40
05/07/2012 04:00,5.79,2.36,1.54,0.15,0.64,1.39,0.09,0.04,0.13,0.87,0.49
05/07/2012 04:30,0.73,1.40,1.64,0.17,0.63,0.62,0.16,0.01,0.08,0.93,0.52
05/07/2012 05:00,1.05,1.66,1.57,0.31,0.55,1.27,0.09,0.01,0.10,0.82,0.57
05/07/2012 05:30,8.04,2.32,1.63,0.27,1.04,0.55,0.15,0.04,0.16,0.89,0.41
05/07/2012 06:00,0.41,2.10,1.40,0.19,0.77,1.59,0.10,0.01,0.08,0.89,0.53
05/07/2012 06:30,0.86,20.06,1.55,0.17,0.72,2.70,0.14,0.01,0.14,0.87,0.53
05/07/2012 07:00,7.73,10.80,1.46,0.14,0.57,1.29,0.11,0.03,0.39,0.88,0.45
05/07/2012 07:30,5.44,2.05,1.58,0.20,0.49,0.71,0.43,0.02,0.25,0.82,0.42
05/07/2012 08:00,5.74,2.36,1.60,0.11,0.66,1.39,0.29,0.01,0.40,1.15,0.51
05/07/2012 08:30,5.19,1.09,1.32,0.11,0.97,3.78,0.12,0.03,0.33,1.09,1.86
05/07/2012 09:00,0.66,1.53,1.58,0.16,1.07,2.39,0.13,0.02,0.30,0.87,0.69
05/07/2012 09:30,1.21,2.32,1.72,0.35,1.12,1.16,0.49,1.18,0.14,1.00,0.54
05/07/2012 10:00,0.66,2.19,1.64,0.26,4.46,1.82,0.68,0.38,0.10,2.95,0.83
05/07/2012 10:30,5.31,1.79,2.79,0.31,3.30,1.23,0.64,0.01,0.10,3.06,0.62
05/07/2012 11:00,6.68,2.58,2.84,0.40,2.98,1.80,0.68,0.75,0.10,1.76,1.48
05/07/2012 11:30,12.71,2.84,2.61,0.44,3.38,1.18,0.48,0.31,0.09,1.00,1.58
05/07/2012 12:00,14.62,2.40,2.52,0.18,2.68,6.13,0.21,0.17,0.15,0.98,0.54
05/07/2012 12:30,14.84,1.79,2.63,0.24,2.46,4.40,0.19,0.04,0.06,0.87,0.54
05/07/2012 13:00,16.77,2.54,2.38,0.58,3.44,6.97,0.20,0.09,0.13,0.92,0.44
05/07/2012 13:30,11.12,2.67,2.47,0.20,3.50,2.07,0.14,0.11,0.11,2.45,0.46
05/07/2012 14:00,5.38,5.11,2.73,0.23,2.73,2.66,0.14,0.04,0.06,0.73,0.69
05/07/2012 14:30,0.94,2.67,2.86,1.01,3.62,0.86,0.12,0.01,0.16,0.62,0.66
05/07/2012 15:00,12.32,4.02,5.19,0.24,3.56,1.62,0.15,0.02,0.37,0.62,0.38
05/07/2012 15:30,16.21,2.32,4.38,0.20,0.81,1.29,0.10,0.16,0.30,0.53,0.52
05/07/2012 16:00,11.46,2.54,4.10,0.20,0.71,2.08,0.15,0.52,0.12,0.65,0.54
05/07/2012 16:30,14.67,3.23,4.53,0.16,0.46,1.90,0.09,0.03,0.15,0.64,0.54
05/07/2012 17:00,10.54,1.57,6.54,0.21,1.48,1.24,0.17,0.03,0.07,0.55,0.36
05/07/2012 17:30,2.14,3.06,5.08,0.47,1.01,2.89,0.18,0.07,0.79,0.67,1.65
05/07/2012 18:00,4.12,2.62,4.18,0.58,2.71,9.47,0.71,2.21,2.18,0.64,0.67
05/07/2012 18:30,1.54,1.57,3.69,1.45,2.23,13.81,0.64,1.47,1.81,0.54,0.66
05/07/2012 19:00,2.04,2.75,3.76,0.79,5.32,10.89,0.70,1.45,1.48,0.63,0.78
05/07/2012 19:30,1.79,19.76,3.62,0.64,6.61,11.34,1.01,1.51,1.15,0.64,1.35
05/07/2012 20:00,2.07,44.63,3.79,0.81,5.45,9.91,2.34,1.49,0.04,0.56,0.92
05/07/2012 20:30,4.37,39.95,3.96,0.75,6.91,9.59,1.93,1.52,0.67,0.64,0.80
05/07/2012 21:00,2.04,41.08,2.21,0.68,4.09,9.28,1.76,1.53,3.22,1.10,2.14
05/07/2012 21:30,2.22,41.39,1.58,0.70,7.97,3.14,1.21,1.09,1.78,3.04,0.84
05/07/2012 22:00,3.99,40.12,1.63,0.50,6.44,1.77,2.16,0.07,1.40,2.10,0.89
05/07/2012 22:30,3.57,59.66,1.49,0.44,3.94,1.28,2.00,0.03,1.45,1.20,0.38
05/07/2012 23:00,8.04,56.51,1.57,0.49,3.26,0.89,0.97,0.02,1.74,2.51,0.55
05/07/2012 23:30,0.60,3.93,1.55,0.43,1.52,1.08,0.19,0.04,1.45,0.85,0.53
06/07/2012 00:00,1.61,2.40,1.52,0.74,1.87,1.04,0.10,0.04,0.17,2.48,0.45
06/07/2012 00:30,0.48,3.45,1.40,0.42,1.47,1.20,0.16,0.02,0.11,0.67,0.45
06/07/2012 01:00,0.91,2.88,1.38,0.49,2.02,0.82,0.10,0.03,0.17,0.71,0.54
06/07/2012 01:30,2.49,3.85,1.29,0.43,1.26,0.79,0.16,0.03,0.15,0.63,0.54
06/07/2012 02:00,0.89,3.15,1.50,0.25,2.23,0.77,0.09,0.01,0.19,0.74,0.36
06/07/2012 02:30,0.37,3.58,1.50,0.27,1.27,0.95,0.16,0.01,0.10,0.69,0.58
06/07/2012 03:00,1.37,1.92,1.66,0.16,2.07,0.83,0.09,0.04,0.36,0.62,0.54
06/07/2012 03:30,6.04,1.49,1.61,0.36,1.52,1.04,0.16,0.01,0.35,0.70,0.48
06/07/2012 04:00,8.10,2.67,1.55,0.31,2.05,0.99,0.10,0.01,0.42,0.59,0.49
06/07/2012 04:30,0.52,2.01,1.44,0.28,1.26,1.00,0.24,0.02,0.37,0.74,0.54
06/07/2012 05:00,1.22,1.31,1.49,0.41,2.14,1.10,0.20,0.04,0.51,0.68,0.52
06/07/2012 05:30,5.77,2.01,1.57,0.18,1.39,0.53,0.16,0.01,0.33,0.65,0.36
